"CUSTOMER_CODE","FIRSTNAME","LASTNAME"
"CUST0000069218","June","Alexis"
"CUST0000069219","Allene","Carter"
"CUST0000069220","Teresa","Jaudon"
"CUST0000069221","Maurice","Benedict"
"CUST0000069222","Chang","Bishop"
"CUST0000069223","Richard","Jordan"
"CUST0000069224","Edwin","Hunt"
"CUST0000069225","Albert","Howell"
"CUST0000069226","Matthew","Satterwhite"
"CUST0000069227","Evelyn","Robinson"
"CUST0000069228","Kathleen","Monk"
"CUST0000069229","Maxine","Bowser"
"CUST0000069230","Rhonda","Hiner"
"CUST0000069231","Janet","Barajas"
"CUST0000069232","Donald","Thompson"
"CUST0000069233","Christopher","Mackenzie"
"CUST0000069234","Catherine","Clanton"
"CUST0000069235","Laura","Willemsen"
"CUST0000069236","Sean","Buckner"
"CUST0000069237","Doris","Mcdonald"
"CUST0000069238","John","Hilliard"
"CUST0000069239","Deborah","Brown"
"CUST0000069240","Eric","Knight"
"CUST0000069241","Gloria","Jenkins"
"CUST0000069242","Sarah","Hess"
"CUST0000069243","John","Williams"
"CUST0000069244","Dawn","Hollis"
"CUST0000069245","Kelly","Fowler"
"CUST0000069246","Lauretta","Mcdonald"
"CUST0000069247","Donald","Jackson"
"CUST0000069248","Robert","Houser"
"CUST0000069249","Cynthia","Walker"
"CUST0000069250","Gladys","Addie"
"CUST0000069251","Marjorie","Selley"
"CUST0000069252","Cindy","Clark"
"CUST0000069253","Robert","Allen"
"CUST0000069254","Sandra","Emery"
"CUST0000069255","Mary","Mccloughan"
"CUST0000069256","Tony","Querry"
"CUST0000069257","Ashley","Jolly"
"CUST0000069258","Johnny","Catlett"
"CUST0000069259","Sue","Coffin"
"CUST0000069260","Lamar","Sartain"
"CUST0000069261","Edwina","Campbell"
"CUST0000069262","Mary","Swann"
"CUST0000069263","Thomas","Carter"
"CUST0000069264","Debra","Gillette"
"CUST0000069265","Walter","Mena"
"CUST0000069266","Brenda","Muddaththir"
"CUST0000069267","Roberta","Katz"
"CUST0000069268","Lillian","Alvarez"
"CUST0000069269","Maria","Wilson"
"CUST0000069270","Nancy","Mcnew"
"CUST0000069271","Lewis","Bell"
"CUST0000069272","Betty","Coy"
"CUST0000069273","Robert","Jimenez"
"CUST0000069274","Monica","Linkous"
"CUST0000069275","Elmer","Price"
"CUST0000069276","Maryann","Ballou"
"CUST0000069277","Jane","Davis"
"CUST0000069278","Tracy","Degiulio"
"CUST0000069279","Alan","Kelly"
"CUST0000069280","Myrna","George"
"CUST0000069281","Meghan","Ledoux"
"CUST0000069282","Adelaide","Collins"
"CUST0000069283","Susan","Jenkins"
"CUST0000069284","Bernarda","Bates"
"CUST0000069285","Fannie","Biddick"
"CUST0000069286","David","Tucker"
"CUST0000069287","Laurie","Mattos"
"CUST0000069288","Shantell","Bradley"
"CUST0000069289","Nicole","Denney"
"CUST0000069290","Robert","Hoskins"
"CUST0000069291","Shirley","Grace"
"CUST0000069292","Dolores","Davis"
"CUST0000069293","Stephen","Smith"
"CUST0000069294","Paul","Tan"
"CUST0000069295","Samuel","Ballard"
"CUST0000069296","Maurice","Ellis"
"CUST0000069297","Barbara","Utley"
"CUST0000069298","Monica","Woodrow"
"CUST0000069299","Pamela","Madore"
"CUST0000069300","Ella","Smith"
"CUST0000069301","Merle","York"
"CUST0000069302","Lonnie","Chapin"
"CUST0000069303","Ethel","Shinn"
"CUST0000069304","Susan","Caro"
"CUST0000069305","Annie","Jenkins"
"CUST0000069306","Daniel","Hansen"
"CUST0000069307","Cindy","Ryan"
"CUST0000069308","Mark","Hyatt"
"CUST0000069309","Victoria","Amann"
"CUST0000069310","Anne","Randell"
"CUST0000069311","Clarence","Sadler"
"CUST0000069312","Christopher","Frediani"
"CUST0000069313","Frieda","Yeung"
"CUST0000069314","Maple","Moates"
"CUST0000069315","David","Hawkins"
"CUST0000069316","Katy","Loh"
"CUST0000069317","January","Mays"
"CUST0000069318","Victor","Stein"
"CUST0000069319","Patrick","Yazzie"
"CUST0000069320","Lydia","Ramsey"
"CUST0000069321","Charles","Gardner"
"CUST0000069322","Janet","Burleson"
"CUST0000069323","Fred","Dangerfield"
"CUST0000069324","Jeffrey","Thacker"
"CUST0000069325","Jonathan","Jacob"
"CUST0000069326","Matthew","Nagy"
"CUST0000069327","Joanna","Cobb"
"CUST0000069328","David","Wall"
"CUST0000069329","Julie","Lopez"
"CUST0000069330","Warren","Seals"
"CUST0000069331","Irvin","Lopez"
"CUST0000069332","William","Bacon"
"CUST0000069333","Marcus","Geppert"
"CUST0000069334","Byron","Birge"
"CUST0000069335","Frances","Shults"
"CUST0000069336","Amanda","Salmeron"
"CUST0000069337","Stephanie","Carmichael"
"CUST0000069338","Alphonso","Riley"
"CUST0000069339","Josephine","Cresci"
"CUST0000069340","Christopher","Ruby"
"CUST0000069341","Janet","Shore"
"CUST0000069342","Darlene","Curtis"
"CUST0000069343","Mary","Raphael"
"CUST0000069344","Nicholas","Kato"
"CUST0000069345","Carroll","Anderson"
"CUST0000069346","Christi","Knight"
"CUST0000069347","Shirley","Riles"
"CUST0000069348","William","White"
"CUST0000069349","Gregory","Durant"
"CUST0000069350","David","Davis"
"CUST0000069351","Julius","Savoy"
"CUST0000069352","Lois","Lopez"
"CUST0000069353","Ambrose","Cervera"
"CUST0000069354","Peggy","Baker"
"CUST0000069355","Kimberly","Nelson"
"CUST0000069356","Andrew","Waugh"
"CUST0000069357","Randall","Oneill"
"CUST0000069358","Brenna","Harris"
"CUST0000069359","Vicki","Tomlinson"
"CUST0000069360","Sharon","Oneill"
"CUST0000069361","Bob","Mason"
"CUST0000069362","Latasha","Powers"
"CUST0000069363","Ariana","Hansell"
"CUST0000069364","Nancy","Chambers"
"CUST0000069365","Theresa","Martel"
"CUST0000069366","Aaron","Hinerman"
"CUST0000069367","Ruth","Mackey"
"CUST0000069368","Eunice","Gingrich"
"CUST0000069369","Karen","Marshall"
"CUST0000069370","Marsha","Primm"
"CUST0000069371","Denise","Malone"
"CUST0000069372","Joshua","Curry"
"CUST0000069373","Walter","Henry"
"CUST0000069374","Virginia","Bennett"
"CUST0000069375","Lawanda","Sanders"
"CUST0000069376","Althea","Mettler"
"CUST0000069377","Etta","Bridges"
"CUST0000069378","Glenna","Fernandez"
"CUST0000069379","Patricia","Larsen"
"CUST0000069380","Marilyn","Linares"
"CUST0000069381","Teresita","Jackson"
"CUST0000069382","Kathleen","Streeter"
"CUST0000069383","Doyle","Santos"
"CUST0000069384","Brenda","Kilpatrick"
"CUST0000069385","Sandra","Henderson"
"CUST0000069386","Theodore","Carpenter"
"CUST0000069387","Renee","Horne"
"CUST0000069388","Steve","Reynolds"
"CUST0000069389","Fred","Beals"
"CUST0000069390","Kathleen","Manus"
"CUST0000069391","Joey","Allen"
"CUST0000069392","Anastasia","Rape"
"CUST0000069393","Jermaine","Mackie"
"CUST0000069394","Robert","Metts"
"CUST0000069395","Rafael","Rivera"
"CUST0000069396","Charles","Hall"
"CUST0000069397","Lacey","Cha"
"CUST0000069398","Giuseppe","Cortez"
"CUST0000069399","Jesse","Mcreynolds"
"CUST0000069400","Patrick","Calderon"
"CUST0000069401","Evelyn","Sparks"
"CUST0000069402","Edward","Kroll"
"CUST0000069403","John","Turner"
"CUST0000069404","Michael","Griffin"
"CUST0000069405","Mary","Kenkel"
"CUST0000069406","Kristina","Driver"
"CUST0000069407","John","Yost"
"CUST0000069408","Donna","Torres"
"CUST0000069409","Alan","Humphrey"
"CUST0000069410","Adriana","Mulvaney"
"CUST0000069411","Leola","Helbert"
"CUST0000069412","Brad","Galligan"
"CUST0000069413","Rudy","Michl"
"CUST0000069414","Jamika","Simone"
"CUST0000069415","Mark","Lanning"
"CUST0000069416","Brian","Parker"
"CUST0000069417","Doris","Castro"
"CUST0000069418","Robert","Sullivan"
"CUST0000069419","Amanda","Brown"
"CUST0000069420","Vickie","Bustos"
"CUST0000069421","Susan","Wehausen"
"CUST0000069422","Amanda","Boudreau"
"CUST0000069423","Eleanor","Wilson"
"CUST0000069424","Richard","Escalera"
"CUST0000069425","Greta","Macklin"
"CUST0000069426","Hedwig","Leader"
"CUST0000069427","Toby","Williams"
"CUST0000069428","Carl","Ellis"
"CUST0000069429","Michael","Guerrero"
"CUST0000069430","Edwardo","Eastlick"
"CUST0000069431","Steven","Huffstetler"
"CUST0000069432","Michael","Mcmanus"
"CUST0000069433","Anna","Marquardt"
"CUST0000069434","Lee","Fleming"
"CUST0000069435","Keith","Bryan"
"CUST0000069436","Philip","Castro"
"CUST0000069437","Albert","Lewis"
"CUST0000069438","William","Smith"
"CUST0000069439","Kevin","Moran"
"CUST0000069440","Sammy","Peacock"
"CUST0000069441","George","Cordova"
"CUST0000069442","Henry","Sullivan"
"CUST0000069443","Dannie","Bouffard"
"CUST0000069444","Judy","Howard"
"CUST0000069445","Lance","Corbitt"
"CUST0000069446","Thomas","Wetzel"
"CUST0000069447","Susan","Lalley"
"CUST0000069448","Erik","Reyes"
"CUST0000069449","Nancy","Stuart"
"CUST0000069450","John","Jones"
"CUST0000069451","Shelly","Williams"
"CUST0000069452","Tracy","Hohl"
"CUST0000069453","Mary","Gibson"
"CUST0000069454","Rob","Seiwell"
"CUST0000069455","Elizabeth","Wolfe"
"CUST0000069456","Natasha","Ryan"
"CUST0000069457","Brian","West"
"CUST0000069458","Andrea","Conley"
"CUST0000069459","Kathleen","Lake"
"CUST0000069460","Linda","Wilson"
"CUST0000069461","John","Davis"
"CUST0000069462","Adam","Barry"
"CUST0000069463","Sharon","Slick"
"CUST0000069464","Timothy","Miller"
"CUST0000069465","Jonathan","Yorke"
"CUST0000069466","Agnes","Cooper"
"CUST0000069467","Celina","Anderson"
"CUST0000069468","Bobbi","Anderson"
"CUST0000069469","Kathy","Park"
"CUST0000069470","Leland","Taylor"
"CUST0000069471","Jacalyn","Stover"
"CUST0000069472","Linda","Thomas"
"CUST0000069473","Jacqueline","Trevino"
"CUST0000069474","Tony","Barnett"
"CUST0000069475","John","Raley"
"CUST0000069476","Agnes","Pulis"
"CUST0000069477","Maria","Connor"
"CUST0000069478","Chester","Fite"
"CUST0000069479","Marjorie","Wilson"
"CUST0000069480","Rosalinda","Jett"
"CUST0000069481","Jennifer","Juarez"
"CUST0000069482","Jean","Mercier"
"CUST0000069483","Donna","Baldwin"
"CUST0000069484","Constance","Copenhaver"
"CUST0000069485","Mike","Montgomery"
"CUST0000069486","Kurtis","Mccann"
"CUST0000069487","Heather","Mason"
"CUST0000069488","Cecil","Warren"
"CUST0000069489","Sarah","Koenen"
"CUST0000069490","Sharon","Crone"
"CUST0000069491","Carol","Thorell"
"CUST0000069492","Robert","Adams"
"CUST0000069493","Annie","Ingwersen"
"CUST0000069494","Elsa","Hood"
"CUST0000069495","Jessica","Caricofe"
"CUST0000069496","Jennifer","Kevan"
"CUST0000069497","Duane","Kennedy"
"CUST0000069498","Rodney","Tramonte"
"CUST0000069499","Gabriel","Talerico"
"CUST0000069500","Richard","Cramer"
"CUST0000069501","Eleanor","Miner"
"CUST0000069502","Patrick","Cardero"
"CUST0000069503","Stacey","Williams"
"CUST0000069504","Barbara","Jones"
"CUST0000069505","Antonio","Richardson"
"CUST0000069506","Howard","Druck"
"CUST0000069507","Heather","Winkler"
"CUST0000069508","Shirley","Arnett"
"CUST0000069509","Brad","Turner"
"CUST0000069510","Walter","Villegas"
"CUST0000069511","Margo","Ricks"
"CUST0000069512","Megan","Huddleston"
"CUST0000069513","Sherrie","Nava"
"CUST0000069514","Omar","Burgess"
"CUST0000069515","Glenn","Schuman"
"CUST0000069516","Richard","Scoby"
"CUST0000069517","James","Thomas"
"CUST0000069518","Margaret","Snider"
"CUST0000069519","Conrad","Rivera"
"CUST0000069520","Carol","Mccloud"
"CUST0000069521","Russell","Faul"
"CUST0000069522","Clifford","Thomas"
"CUST0000069523","Fern","Russell"
"CUST0000069524","Johnny","Allison"
"CUST0000069525","Alan","Coro"
"CUST0000069526","Jacqueline","Vario"
"CUST0000069527","Erma","Koehne"
"CUST0000069528","Shirley","Plotner"
"CUST0000069529","Jack","Williams"
"CUST0000069530","Conrad","Putman"
"CUST0000069531","Fred","Music"
"CUST0000069532","Scott","Chiesa"
"CUST0000069533","Eric","Hollifield"
"CUST0000069534","Jose","Mason"
"CUST0000069535","Melissa","Stokes"
"CUST0000069536","Maria","Rodriguez"
"CUST0000069537","Jeffery","Shipman"
"CUST0000069538","Renee","Doll"
"CUST0000069539","Rebecca","Ashcraft"
"CUST0000069540","Ellen","Campbell"
"CUST0000069541","James","Payne"
"CUST0000069542","Irene","Lander"
"CUST0000069543","Gary","Levy"
"CUST0000069544","Michael","Beaumont"
"CUST0000069545","Jessica","Brown"
"CUST0000069546","Walter","Bowie"
"CUST0000069547","Ronda","Dobrich"
"CUST0000069548","Suzanne","Sookram"
"CUST0000069549","Chrissy","Seaney"
"CUST0000069550","Charles","Allen"
"CUST0000069551","Lawrence","Powers"
"CUST0000069552","Ricky","Curry"
"CUST0000069553","Donny","Meza"
"CUST0000069554","Richard","Mcdonald"
"CUST0000069555","Lucie","Lowe"
"CUST0000069556","Michelle","Smith"
"CUST0000069557","Cindy","Knighton"
"CUST0000069558","Eddie","Holifield"
"CUST0000069559","Ricardo","Bones"
"CUST0000069560","Sarah","Pettis"
"CUST0000069561","Dawn","Sherman"
"CUST0000069562","Richard","Baldwin"
"CUST0000069563","Darryl","Guyton"
"CUST0000069564","Douglas","Fuller"
"CUST0000069565","Lenore","Nugent"
"CUST0000069566","Norma","Newton"
"CUST0000069567","Grace","Gutirrez"
"CUST0000069568","Elizabeth","Mcghee"
"CUST0000069569","Theresa","Wilson"
"CUST0000069570","Karla","Coats"
"CUST0000069571","Grace","Tade"
"CUST0000069572","Maria","Flowers"
"CUST0000069573","Henry","Mckenzie"
"CUST0000069574","Melissa","Hudson"
"CUST0000069575","Eric","Digiacomo"
"CUST0000069576","Abel","Bynum"
"CUST0000069577","Joe","Glueck"
"CUST0000069578","Arden","Zurcher"
"CUST0000069579","Kimberly","Hawkins"
"CUST0000069580","Lonnie","Wick"
"CUST0000069581","Joel","Bostwick"
"CUST0000069582","Roy","Paige"
"CUST0000069583","Steven","Gammon"
"CUST0000069584","Eric","Medina"
"CUST0000069585","Roger","Depriest"
"CUST0000069586","James","Bishop"
"CUST0000069587","Alma","Krantz"
"CUST0000069588","John","Patterson"
"CUST0000069589","Paul","Crowe"
"CUST0000069590","Bruce","Wilks"
"CUST0000069591","Kristi","Paige"
"CUST0000069592","Lester","Sanford"
"CUST0000069593","Bernard","Levasseur"
"CUST0000069594","Kenneth","Miles"
"CUST0000069595","Brenda","Martinez"
"CUST0000069596","Peter","Cornett"
"CUST0000069597","Edwin","Vaughn"
"CUST0000069598","Phyllis","Culbertson"
"CUST0000069599","Kaci","Vandre"
"CUST0000069600","Stacy","Boblitt"
"CUST0000069601","Richard","Burton"
"CUST0000069602","Homer","Vanpelt"
"CUST0000069603","Dave","Jordan"
"CUST0000069604","Irene","Tinker"
"CUST0000069605","Terry","Reitano"
"CUST0000069606","Margarita","Kissell"
"CUST0000069607","Edna","Yates"
"CUST0000069608","Ralph","Sellers"
"CUST0000069609","Mildred","Pickering"
"CUST0000069610","Lillian","Hughes"
"CUST0000069611","Stacey","Soto"
"CUST0000069612","David","Mast"
"CUST0000069613","James","Wiley"
"CUST0000069614","Michael","Sutton"
"CUST0000069615","Herman","Caddell"
"CUST0000069616","Lyle","Baker"
"CUST0000069617","Ernie","Patterson"
"CUST0000069618","Vicki","Easley"
"CUST0000069619","Theresa","Saavedra"
"CUST0000069620","Michael","Hall"
"CUST0000069621","Leslie","Gonzalez"
"CUST0000069622","Michelle","Crownover"
"CUST0000069623","Amanda","Degroot"
"CUST0000069624","Roderick","Georges"
"CUST0000069625","Pedro","Johns"
"CUST0000069626","Melody","Brownlow"
"CUST0000069627","Tonya","Skeels"
"CUST0000069628","Lorraine","Harian"
"CUST0000069629","Patty","Carter"
"CUST0000069630","Agnes","Park"
"CUST0000069631","Jasmine","Meehan"
"CUST0000069632","Johnny","Michel"
"CUST0000069633","Kimberly","Wahlert"
"CUST0000069634","Brenna","Laymon"
"CUST0000069635","William","Barker"
"CUST0000069636","Valencia","Vang"
"CUST0000069637","Jimmy","Bringle"
"CUST0000069638","James","Wittwer"
"CUST0000069639","William","Barber"
"CUST0000069640","Gerald","Huertas"
"CUST0000069641","Doris","Mullet"
"CUST0000069642","Daisy","Destina"
"CUST0000069643","Melissa","Wright"
"CUST0000069644","Larry","Freitas"
"CUST0000069645","Beth","Hale"
"CUST0000069646","John","Garza"
"CUST0000069647","Eric","Smith"
"CUST0000069648","Victoria","Dang"
"CUST0000069649","Natalie","Marler"
"CUST0000069650","Marjorie","Chambers"
"CUST0000069651","Elva","Hoobler"
"CUST0000069652","Sandra","Grinnell"
"CUST0000069653","Lana","Duran"
"CUST0000069654","Tamera","Mccann"
"CUST0000069655","Mandi","Zevallos"
"CUST0000069656","Steven","Weems"
"CUST0000069657","Kimberley","Gonzalez"
"CUST0000069658","Angela","Paquette"
"CUST0000069659","Guy","Terrell"
"CUST0000069660","Ocie","Hogan"
"CUST0000069661","Sherry","Lovelace"
"CUST0000069662","Kerry","Smith"
"CUST0000069663","Gregory","Hatfield"
"CUST0000069664","Lilly","Faughnan"
"CUST0000069665","Clifton","Castellon"
"CUST0000069666","Chad","Jett"
"CUST0000069667","Darrin","Thomas"
"CUST0000069668","Virginia","Roberson"
"CUST0000069669","Catherine","Eichenlaub"
"CUST0000069670","Mary","Orellana"
"CUST0000069671","Susan","Lawhorn"
"CUST0000069672","Linda","Barkett"
"CUST0000069673","Stacey","Williams"
"CUST0000069674","Neal","Burroughs"
"CUST0000069675","Alicia","Bowman"
"CUST0000069676","Louise","Taylor"
"CUST0000069677","Harry","Cernota"
"CUST0000069678","Douglas","Johnson"
"CUST0000069679","Tracey","Thomas"
"CUST0000069680","Edwin","Leitch"
"CUST0000069681","Joseph","Strickland"
"CUST0000069682","Nancy","Reid"
"CUST0000069683","Deborah","Rodriguez"
"CUST0000069684","Rosa","Doucette"
"CUST0000069685","Margaret","Young"
"CUST0000069686","Francina","Colon"
"CUST0000069687","Margaret","Gershon"
"CUST0000069688","Travis","Bell"
"CUST0000069689","Tony","Showers"
"CUST0000069690","Mary","Daniels"
"CUST0000069691","David","Frank"
"CUST0000069692","Lucille","Cardona"
"CUST0000069693","Robert","Hooper"
"CUST0000069694","Jeffrey","Parker"
"CUST0000069695","Lola","Hannon"
"CUST0000069696","Jerry","Miller"
"CUST0000069697","James","Koopman"
"CUST0000069698","Ramon","Shields"
"CUST0000069699","Samuel","Jones"
"CUST0000069700","Timothy","Palacios"
"CUST0000069701","Preston","Renfro"
"CUST0000069702","Tina","Youree"
"CUST0000069703","Anthony","Gray"
"CUST0000069704","Scotty","Rodeheaver"
"CUST0000069705","Ruby","Pierce"
"CUST0000069706","Elizabeth","Sutton"
"CUST0000069707","Susie","Thomas"
"CUST0000069708","Carl","Jackson"
"CUST0000069709","Barbara","Gaskins"
"CUST0000069710","Patricia","Scott"
"CUST0000069711","Betty","Beard"
"CUST0000069712","Harold","Hernandez"
"CUST0000069713","Merle","Bonita"
"CUST0000069714","Tommy","Francis"
"CUST0000069715","Andrew","Faulk"
"CUST0000069716","William","Reyes"
"CUST0000069717","John","Kut"
"CUST0000069718","Karon","Trowbridge"
"CUST0000069719","Alicia","Peak"
"CUST0000069720","Sally","Simpson"
"CUST0000069721","Peter","Owens"
"CUST0000069722","John","Rand"
"CUST0000069723","James","Pascual"
"CUST0000069724","Regina","Ashley"
"CUST0000069725","Norma","Stringfellow"
"CUST0000069726","Donald","Johnson"
"CUST0000069727","Kieth","Martin"
"CUST0000069728","Gregory","Ales"
"CUST0000069729","Thomas","Mitchell"
"CUST0000069730","Linda","Tuite"
"CUST0000069731","Thomas","Russell"
"CUST0000069732","Thomasena","Smith"
"CUST0000069733","Jeffrey","Blaida"
"CUST0000069734","Lisa","Wan"
"CUST0000069735","Rudy","Thomas"
"CUST0000069736","Marsha","Marshall"
"CUST0000069737","Nelson","Smith"
"CUST0000069738","Lisa","Rosario"
"CUST0000069739","Vanessa","Salazar"
"CUST0000069740","Shawn","Louis"
"CUST0000069741","Mary","Thacker"
"CUST0000069742","Joan","Courtney"
"CUST0000069743","Kenneth","Johnson"
"CUST0000069744","Marie","Oconner"
"CUST0000069745","Constance","Laing"
"CUST0000069746","Alan","Calvert"
"CUST0000069747","Chad","Sandoval"
"CUST0000069748","Coleman","Douglas"
"CUST0000069749","Patricia","Nagle"
"CUST0000069750","Ronald","Ramirez"
"CUST0000069751","Elise","Johnsen"
"CUST0000069752","Terry","Moyer"
"CUST0000069753","Karen","Bibler"
"CUST0000069754","William","Castillo"
"CUST0000069755","Velma","Spangler"
"CUST0000069756","John","Stephenson"
"CUST0000069757","Tricia","Dunson"
"CUST0000069758","Anthony","Currie"
"CUST0000069759","Beatrice","Mcdaniel"
"CUST0000069760","Donald","Grimm"
"CUST0000069761","Kim","Davison"
"CUST0000069762","Jenny","Hawkins"
"CUST0000069763","Ralph","Vanconant"
"CUST0000069764","Rufus","Crayton"
"CUST0000069765","Donn","Cotter"
"CUST0000069766","Chris","Richards"
"CUST0000069767","Marisha","Graham"
"CUST0000069768","Timothy","Lawrence"
"CUST0000069769","Joseph","Herring"
"CUST0000069770","Tamara","Sommers"
"CUST0000069771","Paul","Burgess"
"CUST0000069772","Peggy","Dwight"
"CUST0000069773","Elise","Roldan"
"CUST0000069774","Olivia","Phillips"
"CUST0000069775","Vivian","Boyd"
"CUST0000069776","Cynthia","Crenshaw"
"CUST0000069777","Nancy","Andersen"
"CUST0000069778","Margie","Miller"
"CUST0000069779","Miriam","Cole"
"CUST0000069780","Clarence","Mccarthy"
"CUST0000069781","Andy","Turman"
"CUST0000069782","Eddie","Hanavan"
"CUST0000069783","Frances","Strawn"
"CUST0000069784","Daniel","Frank"
"CUST0000069785","Christine","Hays"
"CUST0000069786","May","Michael"
"CUST0000069787","Stephen","Hills"
"CUST0000069788","Michael","Jones"
"CUST0000069789","Wilfred","Owens"
"CUST0000069790","Roderick","Rushing"
"CUST0000069791","Tanner","Horner"
"CUST0000069792","Thomas","Kivett"
"CUST0000069793","Catarina","Moore"
"CUST0000069794","Margaret","Lamp"
"CUST0000069795","Felton","Wolff"
"CUST0000069796","William","Kurokawa"
"CUST0000069797","Kevin","Erickson"
"CUST0000069798","Linda","Pichardo"
"CUST0000069799","Rebecca","Shelley"
"CUST0000069800","Marion","Mosley"
"CUST0000069801","Laura","Vinson"
"CUST0000069802","James","White"
"CUST0000069803","William","Patterson"
"CUST0000069804","Sergio","Alpert"
"CUST0000069805","Leon","Witt"
"CUST0000069806","Ruth","Cintron"
"CUST0000069807","Jennifer","Kelly"
"CUST0000069808","Robert","Hutchison"
"CUST0000069809","Janice","Strang"
"CUST0000069810","Deborah","Miller"
"CUST0000069811","Brenda","Harmon"
"CUST0000069812","Susan","Patterson"
"CUST0000069813","Myrna","Harmon"
"CUST0000069814","Samantha","Dickison"
"CUST0000069815","Colette","Hale"
"CUST0000069816","Maricela","Rudolph"
"CUST0000069817","Anthony","Carmichael"
"CUST0000069818","Jane","Bagdon"
"CUST0000069819","Stanley","Shiffer"
"CUST0000069820","Sherman","Brazil"
"CUST0000069821","Joe","Bohannon"
"CUST0000069822","Jose","Hancock"
"CUST0000069823","Emily","Varela"
"CUST0000069824","Jackie","Palmer"
"CUST0000069825","Lamar","Dancy"
"CUST0000069826","Darryl","Adams"
"CUST0000069827","Robert","Scott"
"CUST0000069828","Trey","Abnet"
"CUST0000069829","Kevin","Ballard"
"CUST0000069830","Rich","Briggs"
"CUST0000069831","Hye","Peterson"
"CUST0000069832","Marion","Dixon"
"CUST0000069833","Lyle","Riesenberg"
"CUST0000069834","Christine","Lewis"
"CUST0000069835","Denise","Bodrick"
"CUST0000069836","William","Castro"
"CUST0000069837","Antoinette","Mcglade"
"CUST0000069838","Mary","Miller"
"CUST0000069839","Susan","Eller"
"CUST0000069840","Ralph","Newcomb"
"CUST0000069841","Gerald","Carrillo"
"CUST0000069842","Audrey","Fowler"
"CUST0000069843","Alicia","Roberts"
"CUST0000069844","Victoria","White"
"CUST0000069845","Gloria","Lightsey"
"CUST0000069846","Rebecca","Butler"
"CUST0000069847","Kathleen","Erdmann"
"CUST0000069848","Ronald","Hogan"
"CUST0000069849","Marvin","Pieper"
"CUST0000069850","Michael","Mobley"
"CUST0000069851","Maricela","Stanley"
"CUST0000069852","Nicole","Tatum"
"CUST0000069853","Andra","Cabrera"
"CUST0000069854","Joel","Parker"
"CUST0000069855","Willie","Ravenell"
"CUST0000069856","Bryan","Flick"
"CUST0000069857","Peter","Grantham"
"CUST0000069858","Brandy","Fannin"
"CUST0000069859","Ethel","Sole"
"CUST0000069860","Donna","Carthen"
"CUST0000069861","Lisa","Adame"
"CUST0000069862","Laura","Carrington"
"CUST0000069863","Ruben","Mora"
"CUST0000069864","Robert","Duffy"
"CUST0000069865","Robert","Crow"
"CUST0000069866","Allen","Salmon"
"CUST0000069867","Lori","Kestner"
"CUST0000069868","James","Cotton"
"CUST0000069869","Miles","Barnes"
"CUST0000069870","Oliver","Brennan"
"CUST0000069871","Kimberly","Vanvalkenbur"
"CUST0000069872","Mark","Moore"
"CUST0000069873","Deanna","Arbeiter"
"CUST0000069874","Brooke","Dumas"
"CUST0000069875","Erma","Mchugh"
"CUST0000069876","Teresa","Marino"
"CUST0000069877","Abraham","Ferrier"
"CUST0000069878","Colleen","Effron"
"CUST0000069879","Bobbie","Smith"
"CUST0000069880","Verena","Lipsey"
"CUST0000069881","Lauren","Mcgrath"
"CUST0000069882","Donna","Gabaldon"
"CUST0000069883","Frank","Rivers"
"CUST0000069884","Wilfredo","Palmer"
"CUST0000069885","Evan","Cureton"
"CUST0000069886","Terrence","Quinn"
"CUST0000069887","Geneva","Williams"
"CUST0000069888","George","Campisi"
"CUST0000069889","Katrina","Garnes"
"CUST0000069890","Max","Miller"
"CUST0000069891","Paul","Miller"
"CUST0000069892","Carly","Mcdaniel"
"CUST0000069893","Douglas","Peterson"
"CUST0000069894","Katherine","Barbrick"
"CUST0000069895","Ervin","Randazzo"
"CUST0000069896","Michael","Brunelle"
"CUST0000069897","Mandy","Mcleod"
"CUST0000069898","Anna","Bradshaw"
"CUST0000069899","Lisa","Puckett"
"CUST0000069900","Marion","Meyer"
"CUST0000069901","Lucia","Crocker"
"CUST0000069902","Tomas","Lawton"
"CUST0000069903","Carrie","Zettlemoyer"
"CUST0000069904","Rosalia","Eddy"
"CUST0000069905","Theresa","Sanchez"
"CUST0000069906","George","Blalock"
"CUST0000069907","Elsie","Jackson"
"CUST0000069908","Victoria","Williams"
"CUST0000069909","Lewis","Sanchez"
"CUST0000069910","Jerry","Torres"
"CUST0000069911","Steven","Hancock"
"CUST0000069912","Rosemary","Kelley"
"CUST0000069913","William","Heaps"
"CUST0000069914","Roberta","Lembke"
"CUST0000069915","Helen","Tomasi"
"CUST0000069916","Refugio","Brown"
"CUST0000069917","Richard","Hurst"
"CUST0000069918","Bobby","Lincoln"
"CUST0000069919","Ruby","Begley"
"CUST0000069920","Angela","Mcmorris"
"CUST0000069921","Beverly","Tyson"
"CUST0000069922","Elizabeth","Bruce"
"CUST0000069923","Mary","Yarbrough"
"CUST0000069924","Margert","Ferrell"
"CUST0000069925","Jeremy","Maggard"
"CUST0000069926","Lyda","Andes"
"CUST0000069927","Chris","Martin"
"CUST0000069928","Allen","Mcdowell"
"CUST0000069929","Paul","Lord"
"CUST0000069930","Samuel","Marley"
"CUST0000069931","Madge","Tong"
"CUST0000069932","Steven","Pollock"
"CUST0000069933","Raul","Hurless"
"CUST0000069934","Donald","Chavez"
